id,Title,Категории нападений,Регионы,Количество пострадавших,Пол,Возраст,Гражданство,Категория пострадавшего,Дата нападения - от,Дата нападения - до,Время суток,Точное время,Тип места нападения,Маркер_lat,Маркер_lng,Характер нападения,Использование оружия,Категория оружия,Кража имущества,Выкрики при нападении,Соотношение агрессоров и жертв,Количество нападавших
1028,kryarsk_2015_10_001,Летальный исход - Виновный найден,Красноярский край,1,Мужской,Взрослые,Нет данных,Бездомные,22.10.2015,22.10.2015,Утро,05:00,Улица,56.12000582,92.92380095,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1029,kryarskkrai_2014_08_001,Летальный исход - Виновный найден,Красноярский край,1,Мужской,Пожилые,Нет данных,Бездомные,31.08.2014,31.08.2014,Нет данных,Нет данных,Публичное помещение,55.9633426,92.37274647,Убийство,Да,"Канцелярские, маникюрные приспособления, Палка",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1030,kryarsk_2015_05_001,Летальный исход - Виновный найден,Красноярский край,1,Женский,Взрослые,Нет данных,Бездомные,20.05.2015,31.05.2015,Нет данных,Нет данных,Улица,56.0578925,92.95253277,Убийство,Да,"Молоток, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1031,kryarsk_2015_06_001,Летальный исход - Виновный найден,Красноярский край,1,Мужской,Взрослые,Нет данных,Бездомные,01.06.2015,10.06.2015,Нет данных,Нет данных,Промзона,56.06725252,92.94714689,Убийство,Да,"Молоток, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1032,kryarsk_2015_06_002,Пострадавший жив - Виновный найден,Красноярский край,1,Мужской,Взрослые,Нет данных,Бездомные,01.06.2015,10.06.2015,Нет данных,Нет данных,Промзона,56.06683328,92.947855,Избиение / ранение,Да,"Молоток, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1033,mo_2015_01_001,Пострадавший жив - Виновный не найден,Московская область,2,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,24.01.2015,24.01.2015,Нет данных,Нет данных,Салон транспортного средства,55.59162026,38.16092491,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",15-20
1034,spb_2015_10_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Россия,ЛГБТ,25.10.2015,25.10.2015,Нет данных,Нет данных,Салон транспортного средства,59.91645208,30.3184998,Избиение / ранение,Нет,Нож,Кражи имущества не было,Оскорбление в адрес сексуальной ориентации,"Нападавших столько же, сколько жертв",1
1035,spb_2013_04_002,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,25.04.2013,25.04.2013,Нет данных,Нет данных,Улица,59.83907268,30.23995399,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1036,spb_2012_10_001,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,20.10.2012,20.10.2012,Нет данных,Нет данных,Улица,59.85143977,30.38419247,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1037,spb_2012_12_003,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Кыргызстан,Выходцы из Центральной Азии,09.12.2012,09.12.2012,Нет данных,Нет данных,Улица,59.85962029,30.23504019,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1039,spb_2012_12_004,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,27.12.2012,27.12.2012,Нет данных,Нет данных,"Парк, лесополоса",60.01064309,30.39738894,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1040,spb_2013_06_001,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,12.06.2013,12.06.2013,Нет данных,Нет данных,Улица,59.83019156,30.51652193,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1041,spb_2013_06_002,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Россия,Люди «неславянской внешности»,20.06.2013,20.06.2013,Нет данных,Нет данных,Улица,59.84501607,30.26741982,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1042,spb_2013_09_002,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,03.09.2013,03.09.2013,Нет данных,Нет данных,Улица,59.92081063,30.46956182,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1043,spb_2013_10_003,Пострадавший жив - Виновный найден,Санкт-Петербург,2,"Мужской, Женский",Нет данных,Узбекистан,Выходцы из Центральной Азии,01.10.2013,01.10.2013,День,Нет данных,Улица,59.83918624,30.25948048,Избиение / ранение,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1044,msk_2016_01_001,Пострадавший жив - Виновный найден,Москва,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,17.01.2016,17.01.2016,День,16:00 &#8212; 16:20,Салон транспортного средства,55.75215531,37.61058927,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1046,spb_2015_07_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Армения,Выходцы с Кавказа,18.07.2015,18.07.2015,День,Около полудня,Вблизи транспортных путей,59.85239891,30.28857708,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1047,lenobl_2015_09_001,Летальный исход - Виновный найден,Ленинградская область,1,Мужской,Взрослые,Азербайджан,Выходцы с Кавказа,14.09.2015,14.09.2015,Ночь,Нет данных,"Парк, лесополоса",59.69523935,30.63194275,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1049,msk_2010_04_007,Пострадавший жив - Виновный найден,Москва,1,Мужской,Взрослые,Армения,Выходцы с Кавказа,27.04.2010,27.04.2010,Нет данных,Нет данных,Улица,55.796178,37.60472596,Избиение / ранение,Да,Нож,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1050,spb_2012_09_004,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Китайская Народная Республика,Из других стран Азии,26.09.2012,26.09.2012,Вечер,21:30,Вблизи транспортных путей,59.91486644,30.34953833,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1051,spb_2015_11_001,Летальный исход - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,24.11.2015,24.11.2015,Ночь,Перед полуночью,Улица,59.74947647,30.58694065,Убийство,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,Нет информации,Нет данных
1052,spb_2012_05_005,Летальный исход - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,22.05.2012,22.05.2012,Ночь,00:20,Улица,59.82497176,30.17229795,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1053,lenobl_2015_03_001,Пострадавший жив - Виновный не найден,Ленинградская область,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,22.03.2015,22.03.2015,Нет данных,Нет данных,Публичное помещение,60.03398044,30.6391418,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,Нет информации,Нет данных
1054,sakh_2014_02_001,Летальный исход - Виновный найден,Сахалинская область,2,"Мужской, Женский",Взрослые,Россия,Религиозные группы,09.02.2014,09.02.2014,День,14:00,Публичное помещение,46.96066721,142.7479362,Убийство,Да,Огнестрельное оружие,Кражи имущества не было,Оскорбление в адрес религиозной принадлежности,"Нападавших меньше, чем жертв",1
1055,sakh_2014_02_002,Пострадавший жив - Виновный найден,Сахалинская область,6,"Мужской, Женский",Взрослые,Россия,Религиозные группы,09.02.2014,09.02.2014,День,14:00,Публичное помещение,46.96068887,142.7481133,Избиение / ранение,Да,Огнестрельное оружие,Кражи имущества не было,Оскорбление в адрес религиозной принадлежности,"Нападавших меньше, чем жертв",1
1057,khab_2010_11_001,Летальный исход - Виновный найден,Хабаровский край,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,21.11.2010,21.11.2010,Нет данных,Нет данных,Улица,48.39149587,135.103426,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1058,khab_2010_11_002,Пострадавший жив - Виновный найден,Хабаровский край,1,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,18.11.2010,18.11.2010,Нет данных,Нет данных,Улица,48.38988574,135.1039839,Избиение / ранение,Да,Нож,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1061,kamch_2013_05_001,Летальный исход - Виновный найден,Камчатский край,1,Мужской,Взрослые,Россия,ЛГБТ,29.05.2013,29.05.2013,Ночь,Нет данных,Вблизи транспортных путей,51.47596604,156.5246201,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1062,kamch_2011_07_001,Пострадавший жив - Виновный найден,Камчатский край,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,24.07.2011,24.07.2011,Ночь,Нет данных,Частное помещение,53.04639687,158.6526632,Избиение / ранение,Да,Труба,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1063,kamch_2010_11_001,Пострадавший жив - Виновный найден,Камчатский край,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,24.11.2010,24.11.2010,Ночь,Нет данных,Частное помещение,53.05799856,158.7284088,Избиение / ранение,Да,Палка,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1065,irkut_2010_02_001,Пострадавший жив - Виновный найден,Иркутская область,1,Мужской,Взрослые,Россия,Люди «неславянской внешности»,01.02.2010,10.02.2010,Вечер,22:00,Салон транспортного средства,52.27792823,104.2846996,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1066,irkut_2010_08_001,Пострадавший жив - Виновный найден,Иркутская область,2,Неизвестно,Нет данных,Китайская Народная Республика,Из других стран Азии,02.08.2010,02.08.2010,День,16:20,Общественное сооружение под открытым небом,52.28126931,104.2965817,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1067,irkut_2014_03_001,Пострадавший жив - Виновный найден,Иркутская область,1,Мужской,Взрослые,Россия,ЛГБТ,23.03.2014,23.03.2014,Вечер,Нет данных,Улица,52.27255179,104.2912173,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1068,irkut_2013_06_001,Летальный исход - Виновный найден,Иркутская область,1,Мужской,Взрослые,Нет данных,Бездомные,27.06.2013,27.06.2013,Нет данных,Нет данных,Улица,52.25374881,104.250716,Убийство,Да,"Бита, Кастет",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1069,msk_2016_02_001,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,13.02.2016,13.02.2016,Вечер,21:45,Улица,55.74272749,37.62990385,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",4
1071,msk_2015_05_003,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Камерун,Темнокожие,02.05.2015,02.05.2015,Вечер,20:00,Вблизи транспортных путей,55.7407581,37.62558818,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1072,msk_2015_08_001,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Демократическая республика Конго,Темнокожие,21.08.2015,21.08.2015,Вечер,21:00 &#8212; 21:30,Улица,55.75613208,37.6149559,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",Около 5
1073,vrnobl_2013_10_001,Пострадавший жив - Виновный найден,Воронежская область,2,Неизвестно,Нет данных,Таджикистан,Выходцы из Центральной Азии,26.10.2013,26.10.2013,Ночь,23:00,Вблизи транспортных путей,51.68489357,41.5811491,Избиение / ранение,Да,Камень,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Около 20
1074,karel_2011_11_001,Летальный исход - Виновный найден,Карелия,2,Мужской,Взрослые,Нет данных,Бездомные,22.11.2011,22.11.2011,Ночь,Нет данных,Публичное помещение,61.80831197,36.53554916,Убийство,Да,Палка,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1075,yakut_2010_09_001,Пострадавший жив - Виновный найден,Якутия,2,Женский,Молодые люди,Россия,Религиозные группы,13.09.2010,16.09.2010,Нет данных,Нет данных,Салон транспортного средства,62.04836075,129.7400379,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших меньше, чем жертв",1
1076,irkutobl_2015_04_001,Летальный исход - Виновный найден,Иркутская область,1,Мужской,Взрослые,Нет данных,Бездомные,15.04.2015,15.04.2015,Ночь,Нет данных,Вблизи транспортных путей,55.90598673,107.8019714,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1078,rosobl_2015_02_001,Летальный исход - Виновный найден,Ростовская область,1,Мужской,Взрослые,Россия,Бездомные,02.02.2015,02.02.2015,Нет данных,Нет данных,Улица,47.12637645,39.73522604,Убийство,Да,Огнестрельное оружие,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",1
1079,rosobl_2015_04_001,Пострадавший жив - Виновный найден,Ростовская область,1,Женский,Пожилые,Россия,Другие или неизвестно,06.04.2015,06.04.2015,Утро,Нет данных,Улица,47.13529109,39.73801017,Избиение / ранение,Да,Огнестрельное оружие,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1080,kazan_2015_06_001,Летальный исход - Виновный не найден,Татарстан,1,Мужской,Взрослые,Нет данных,Бездомные,12.06.2015,12.06.2015,Ночь,Нет данных,Публичное помещение,55.83764128,49.09528255,Убийство,Да,Горючая жидкость,Кражи имущества не было,О выкриках при нападении нет информации,Нет информации,Неизвестно
1081,khab_2015_05_001,Пострадавший жив - Виновный не найден,Хабаровский край,1,Мужской,Взрослые,Россия,ЛГБТ,17.05.2015,17.05.2015,День,Нет данных,Улица,48.48304435,135.0846934,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1082,kamch_2010_08_001,Летальный исход - Виновный найден,Камчатский край,1,Мужской,Взрослые,Нет данных,Бездомные,16.08.2010,16.08.2010,Утро,Нет данных,Промзона,53.05444336,158.6329651,Убийство,Да,"Горючая жидкость, Палка",Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1083,kamch_2010_08_002,Летальный исход - Виновный найден,Камчатский край,1,Мужской,Взрослые,Нет данных,Бездомные,17.08.2010,31.08.2010,Нет данных,Нет данных,Публичное помещение,53.05754719,158.6341667,Убийство,Да,Труба,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1084,spb_2013_12_002,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,15.12.2013,15.12.2013,Вечер,21:00,Салон транспортного средства,59.71290521,30.41659355,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1085,spb_2014_08_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,31.08.2014,31.08.2014,Ночь,00:30,Салон транспортного средства,59.97746357,30.43124914,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1086,spb_2014_06_003,Летальный исход - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,16.06.2014,16.06.2014,Ночь,01:20,Улица,59.8622581,30.17234087,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1087,spb_2014_06_004,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,16.06.2014,16.06.2014,Ночь,01:20,Улица,59.86229042,30.172019,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1088,spb_2015_06_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,14.06.2015,14.06.2015,Ночь,01:20,Улица,59.83563337,30.14529347,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1089,arkhangobl_2011_02_001,Летальный исход - Виновный найден,Архангельская область,1,Мужской,Взрослые,Нет данных,Бездомные,13.02.2011,13.02.2011,Нет данных,Нет данных,Публичное помещение,64.54736429,39.75896358,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1093,mo_2015_07_001,Летальный исход - Виновный найден,Московская область,1,Мужской,Взрослые,Нет данных,Бездомные,12.07.2015,12.07.2015,Вечер,18:30,Промзона,55.92842877,37.81335354,Убийство,Да,"Нож, Палка",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1094,msk_2013_06_001,Летальный исход - Виновный найден,Москва,1,Мужской,Нет данных,Нет данных,Бездомные,24.06.2013,24.06.2013,Нет данных,Нет данных,Улица,55.79347497,37.80805349,Убийство,Да,"Канцелярские, маникюрные приспособления, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1096,hmao_2011_04_001,Пострадавший жив - Виновный найден,Ханты-Мансийский АО,2,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,01.04.2011,30.04.2011,Нет данных,Нет данных,Улица,61.09335623,72.63773918,Избиение / ранение,Да,"Нож, Электрошокер",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1097,hmao_2010_12_001,Пострадавший жив - Виновный найден,Ханты-Мансийский АО,1,Женский,Взрослые,Узбекистан,Выходцы из Центральной Азии,10.12.2010,10.12.2010,Вечер,21:00,Публичное помещение,61.09623959,72.57328033,Избиение / ранение,Да,Взрывное устройство,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1098,hmao_2013_01_001,Пострадавший жив - Виновный найден,Ханты-Мансийский АО,1,Мужской,Нет данных,Кыргызстан,Выходцы из Центральной Азии,01.01.2013,31.01.2013,Нет данных,Нет данных,Улица,61.3149785,63.33257675,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1099,hmao_2013_02_001,Пострадавший жив - Виновный найден,Ханты-Мансийский АО,1,Мужской,Нет данных,Кыргызстан,Выходцы из Центральной Азии,03.02.2013,03.02.2013,Нет данных,Нет данных,Улица,61.31832912,63.35163116,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1100,kursk_2015_09_001,Летальный исход - Виновный найден,Курская область,1,Мужской,Взрослые,Россия,Из других стран Азии,20.09.2015,20.09.2015,Вечер,23:00,Улица,51.75306229,36.19060636,Убийство,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1102,kursk_2015_09_002,Пострадавший жив - Виновный найден,Курская область,2,Мужской,Взрослые,Сирия,Из других стран Азии,20.09.2015,20.09.2015,Вечер,23:00,Улица,51.75288075,36.19072437,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1103,amur_2011_09_001,Пострадавший жив - Виновный не найден,Амурская область,1,Мужской,Нет данных,Китайская Народная Республика,Из других стран Азии,10.09.2011,10.09.2011,День,13:00,Улица,50.28151503,127.5555182,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1104,amur_2011_10_001,Пострадавший жив - Виновный найден,Амурская область,1,Мужской,Нет данных,Гвинея,Темнокожие,08.10.2011,08.10.2011,Вечер,19:00,Улица,50.26101834,127.5032902,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1105,amur_2012_05_001,Летальный исход - Виновный найден,Амурская область,1,Мужской,Взрослые,Нет данных,Бездомные,23.05.2012,23.05.2012,Вечер,Нет данных,Публичное помещение,55.15403395,124.7419989,Убийство,Да,"Бутылка, Подручные приспособления",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1106,amur_2012_05_002,Летальный исход - Виновный найден,Амурская область,1,Мужской,Взрослые,Нет данных,Бездомные,23.05.2012,23.05.2012,Вечер,Нет данных,Публичное помещение,55.15305107,124.7333837,Убийство,Да,Палка,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1108,kalinin_2013_09_001,Пострадавший жив - Виновный не найден,Калининградская область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,02.09.2013,02.09.2013,День,Нет данных,Вблизи транспортных путей,54.7106252,20.45692921,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1109,kalinin_2013_10_001,Пострадавший жив - Виновный найден,Калининградская область,1,Женский,Взрослые,Россия,Русские,01.10.2013,31.10.2013,Вечер,Нет данных,Публичное помещение,54.74473767,20.48503876,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших столько же, сколько жертв",1
1110,kalinin_2015_04_001,Летальный исход - Виновный найден,Калининградская область,1,Мужской,Взрослые,Нет данных,Бездомные,01.04.2015,30.04.2015,День,Нет данных,Публичное помещение,54.6725447,20.48291445,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1111,kalinin_2010_09_001,Летальный исход - Виновный найден,Калининградская область,1,Мужской,Взрослые,Нет данных,Бездомные,25.09.2010,26.09.2010,Нет данных,Нет данных,Улица,54.63010418,21.80953503,Убийство,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1114,msk_2013_06_002,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Молодые люди,Россия,ЛГБТ,11.06.2013,11.06.2013,День,13:00,"Парк, лесополоса",55.7638349,37.60458648,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Около 5
1116,murm_2015_04_001,Пострадавший жив - Виновный не найден,Мурманская область,1,Женский,Взрослые,Россия,ЛГБТ,13.04.2015,13.04.2015,Вечер,18:00,Улица,68.93635071,33.10684919,Избиение / ранение,Да,Газовый баллончик,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1117,chelyab_2010_03_001,Пострадавший жив - Виновный найден,Челябинская область,1,Мужской,Взрослые,Россия,ЛГБТ,26.03.2010,26.03.2010,Вечер,22:00,Промзона,53.42180066,59.02173042,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1123,vrnobl_2011_12_001,Летальный исход - Виновный найден,Воронежская область,1,Мужской,Взрослые,Россия,ЛГБТ,22.12.2011,22.12.2011,Вечер,Нет данных,"Парк, лесополоса",50.91032147,39.69017029,Убийство,Да,Труба,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1124,omsk_2012_09_001,Пострадавший жив - Виновный найден,Омская область,1,Мужской,Нет данных,Нет данных,Бездомные,21.09.2012,21.09.2012,Утро,Нет данных,Улица,54.97421062,73.45360279,Избиение / ранение,Да,Палка,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1125,omsk_2012_11_001,Пострадавший жив - Виновный найден,Омская область,1,Мужской,Нет данных,Нет данных,Бездомные,14.11.2012,14.11.2012,Ночь,Нет данных,Улица,54.97261779,73.44903231,Избиение / ранение,Да,Горючая жидкость,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1126,msk_2011_03_002,Пострадавший жив - Виновный найден,Москва,1,Мужской,Взрослые,Молдова,Бездомные,02.03.2011,02.03.2011,Вечер,22:00,Публичное помещение,55.8629502,37.43360639,Избиение / ранение,Да,Горючая жидкость,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1127,spb_2014_04_002,Пострадавший жив - Виновный найден,Санкт-Петербург,2,Мужской,Молодые люди,Россия,ЛГБТ,01.04.2014,01.04.2014,Нет данных,Нет данных,Салон транспортного средства,59.92711576,30.32033443,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1128,kryarskkrai_2013_11_001,Летальный исход - Виновный найден,Красноярский край,1,Мужской,Взрослые,Нет данных,Бездомные,30.11.2013,30.11.2013,Нет данных,Нет данных,Вблизи транспортных путей,56.15782006,97.20651627,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1129,chita_2013_11_001,Пострадавший жив - Виновный не найден,Забайкальский край,1,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,20.11.2013,30.11.2013,Нет данных,Нет данных,Улица,51.99104677,113.5942554,Избиение / ранение,Да,Огнестрельное оружие,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1130,chita_2014_01_001,Летальный исход - Виновный не найден,Забайкальский край,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,02.01.2014,02.01.2014,Вечер,19:00,Улица,52.04179671,113.5198617,Убийство,Да,Огнестрельное оружие,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",1-2
1131,mo_2015_10_001,Пострадавший жив - Виновный не найден,Московская область,1,Мужской,Нет данных,Россия,ЛГБТ,11.10.2015,11.10.2015,Нет данных,Нет данных,Улица,56.03660838,35.95374584,Избиение / ранение,Нет информации,Нет данных,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
